0
"Label, TN, FP, FN, TP"
"Google Common,97,6,30,9"
"Test,87,6,41,8"
"SO,128,1,12,1"
"IO,11,26,11,94"
"UI,15,36,14,77"
"Network,86,8,36,12"
"Security,138,0,4,0"
"OpenOffice Documents,141,0,1,0"
"Database,135,1,6,0"
"PDF,138,0,4,0"
"Logging,18,30,28,66"
"Latex,141,0,0,1"
