0
"Label, TN, FP, FN, TP"
"Google Common,101,3,29,9"
"Test,93,6,35,8"
"SO,132,0,10,0"
"IO,9,35,7,91"
"UI,10,38,7,87"
"Network,93,5,34,10"
"Security,139,0,3,0"
"OpenOffice Documents,138,0,4,0"
"Database,136,0,6,0"
"PDF,137,0,5,0"
"Logging,16,40,16,70"
"Latex,140,0,2,0"
