0
"Label, TN, FP, FN, TP"
"Google Common,100,3,34,5"
"Test,88,5,43,6"
"SO,128,1,12,1"
"IO,8,29,6,99"
"UI,10,41,9,82"
"Network,92,2,40,8"
"Security,138,0,4,0"
"OpenOffice Documents,141,0,1,0"
"Database,136,0,6,0"
"PDF,138,0,4,0"
"Logging,12,36,21,73"
"Latex,141,0,0,1"
