0
"Label, TN, FP, FN, TP"
"Google Common,96,7,30,9"
"Test,106,3,24,9"
"SO,128,1,13,0"
"IO,7,37,6,92"
"UI,17,31,11,83"
"Network,85,7,38,12"
"Security,137,0,5,0"
"OpenOffice Documents,135,0,7,0"
"Database,134,0,8,0"
"PDF,138,1,3,0"
"Logging,17,34,16,75"
"Latex,139,1,2,0"
