date_time,tf-IDF,#_TopTerms,Stop_Word,Train/Test_Size,Algorithm,Accuracy_Score,Accuracy_Score_not_normalized,zero_one_loss,AUC-PR,hamming_loss_avg,Jaccard_samples,Jaccard_macro,Precision,Recall,Fmeasure_Score,i
53:38.9,"(1, 1)",716,Yes,0.2,RandomForest,0.105633803,15,0.894366197,0.616647065,0.181924883,0.457263023,0.448398577,0.63,0.608695652,0.619164619,7
53:40.2,"(1, 1)",716,Yes,0.2,RandomForest,0.11971831,17,0.88028169,0.668551589,0.163732394,0.482293763,0.487132353,0.672588832,0.638554217,0.65512979,8
53:41.4,"(1, 1)",716,Yes,0.2,RandomForest,0.105633803,15,0.894366197,0.640954214,0.167253521,0.465191147,0.468283582,0.616707617,0.660526316,0.637865311,9
53:43.1,"(1, 1)",358,Yes,0.2,RandomForest,0.169014085,24,0.830985915,0.72439383,0.166666667,0.522951598,0.5,0.694376528,0.641083521,0.666666667,0
53:44.1,"(1, 1)",358,Yes,0.2,RandomForest,0.098591549,14,0.901408451,0.640597041,0.186032864,0.443019226,0.44288225,0.641221374,0.588785047,0.613885505,1
53:45.1,"(1, 1)",358,Yes,0.2,RandomForest,0.077464789,11,0.922535211,0.640715735,0.187793427,0.447311648,0.440559441,0.622222222,0.601431981,0.611650485,2
53:46.2,"(1, 1)",358,Yes,0.2,RandomForest,0.147887324,21,0.852112676,0.660416047,0.178403756,0.484481891,0.473136915,0.65942029,0.626146789,0.642352941,3
53:47.3,"(1, 1)",358,Yes,0.2,RandomForest,0.161971831,23,0.838028169,0.692537237,0.177230047,0.496610217,0.474782609,0.684210526,0.608017817,0.643867925,4
53:48.3,"(1, 1)",358,Yes,0.2,RandomForest,0.133802817,19,0.866197183,0.679715535,0.172535211,0.496241337,0.481481481,0.670761671,0.630484988,0.65,5
53:49.3,"(1, 1)",358,Yes,0.2,RandomForest,0.14084507,20,0.85915493,0.680709444,0.169600939,0.503839705,0.488495575,0.715025907,0.606593407,0.656361474,6
53:50.3,"(1, 1)",358,Yes,0.2,RandomForest,0.105633803,15,0.894366197,0.609941434,0.190140845,0.43839146,0.428571429,0.613636364,0.586956522,0.6,7
53:51.3,"(1, 1)",358,Yes,0.2,RandomForest,0.112676056,16,0.887323944,0.661320782,0.164319249,0.478789403,0.482439926,0.674418605,0.628915663,0.650872818,8
53:52.3,"(1, 1)",358,Yes,0.2,RandomForest,0.112676056,16,0.887323944,0.631140242,0.177230047,0.447753186,0.44587156,0.595588235,0.639473684,0.616751269,9
53:54.0,"(1, 1)",179,Yes,0.2,RandomForest,0.169014085,24,0.830985915,0.718765345,0.16842723,0.509772524,0.488413547,0.698979592,0.618510158,0.656287425,0
53:55.0,"(1, 1)",179,Yes,0.2,RandomForest,0.084507042,12,0.915492958,0.641851718,0.1907277,0.429107981,0.429824561,0.633074935,0.572429907,0.601226994,1
53:56.0,"(1, 1)",179,Yes,0.2,RandomForest,0.077464789,11,0.922535211,0.635218783,0.190140845,0.439218645,0.433566434,0.618453865,0.591885442,0.604878049,2
53:57.1,"(1, 1)",179,Yes,0.2,RandomForest,0.11971831,17,0.88028169,0.66173695,0.181924883,0.466317349,0.466437177,0.651442308,0.621559633,0.636150235,3
53:58.1,"(1, 1)",179,Yes,0.2,RandomForest,0.11971831,17,0.88028169,0.675985883,0.175469484,0.493991728,0.483592401,0.682926829,0.623608018,0.651920838,4
53:59.1,"(1, 1)",179,Yes,0.2,RandomForest,0.11971831,17,0.88028169,0.693897277,0.177230047,0.489556785,0.479310345,0.654117647,0.642032333,0.648018648,5
54:00.2,"(1, 1)",179,Yes,0.2,RandomForest,0.147887324,21,0.852112676,0.689888827,0.176643192,0.486250838,0.471001757,0.701570681,0.589010989,0.640382318,6
54:01.2,"(1, 1)",179,Yes,0.2,RandomForest,0.098591549,14,0.901408451,0.597273028,0.191314554,0.432106528,0.425044092,0.611675127,0.582125604,0.596534653,7
54:02.2,"(1, 1)",179,Yes,0.2,RandomForest,0.112676056,16,0.887323944,0.648973711,0.171948357,0.477531858,0.473021583,0.650990099,0.63373494,0.642246642,8
54:03.2,"(1, 1)",179,Yes,0.2,RandomForest,0.126760563,18,0.873239437,0.622626458,0.170774648,0.457344064,0.454033771,0.612658228,0.636842105,0.624516129,9
54:04.8,"(1, 1)",90,Yes,0.2,RandomForest,0.147887324,21,0.852112676,0.700305184,0.17370892,0.488441762,0.477031802,0.687022901,0.609480813,0.645933014,0
54:06.0,"(1, 1)",90,Yes,0.2,RandomForest,0.091549296,13,0.908450704,0.638684717,0.1907277,0.410496311,0.417562724,0.641873278,0.544392523,0.589127686,1
54:06.9,"(1, 1)",90,Yes,0.2,RandomForest,0.084507042,12,0.915492958,0.630694085,0.191901408,0.426777331,0.429319372,0.615,0.587112172,0.600732601,2
54:07.9,"(1, 1)",90,Yes,0.2,RandomForest,0.112676056,16,0.887323944,0.642289783,0.191901408,0.429988263,0.442930153,0.632603406,0.596330275,0.613931523,3
54:08.9,"(1, 1)",90,Yes,0.2,RandomForest,0.126760563,18,0.873239437,0.671809438,0.184859155,0.470324726,0.459691252,0.666666667,0.59688196,0.629847239,4
54:09.9,"(1, 1)",90,Yes,0.2,RandomForest,0.112676056,16,0.887323944,0.674806125,0.191901408,0.445408562,0.439108062,0.630541872,0.591224018,0.610250298,5
54:10.9,"(1, 1)",90,Yes,0.2,RandomForest,0.11971831,17,0.88028169,0.659024891,0.186032864,0.477188129,0.453448276,0.677835052,0.578021978,0.62396204,6
54:12.0,"(1, 1)",90,Yes,0.2,RandomForest,0.147887324,21,0.852112676,0.612646764,0.193661972,0.420643304,0.410714286,0.611702128,0.555555556,0.582278481,7
54:13.1,"(1, 1)",90,Yes,0.2,RandomForest,0.091549296,13,0.908450704,0.631100164,0.180751174,0.444433266,0.451957295,0.633416459,0.612048193,0.62254902,8
54:14.1,"(1, 1)",90,Yes,0.2,RandomForest,0.126760563,18,0.873239437,0.614437537,0.181338028,0.437122736,0.429889299,0.589873418,0.613157895,0.601290323,9
