Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.1267605633802817,18,0.8732394366197183,0.6144375371170763,0.1813380281690141,0.43712273641851107,0.42988929889298894,0.589873417721519,0.6131578947368421,0.6012903225806452
