0
"Label, TN, FP, FN, TP"
"Google Common,93,10,33,6"
"Test,90,6,38,8"
"SO,125,3,13,1"
"IO,8,30,5,99"
"UI,11,44,7,80"
"Network,92,6,36,8"
"Security,135,2,5,0"
"OpenOffice Documents,136,1,5,0"
"Database,137,0,5,0"
"PDF,138,2,2,0"
"Logging,20,39,13,70"
"Latex,140,0,2,0"
