Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.11267605633802817,16,0.8873239436619719,0.6311402420004232,0.1772300469483568,0.4477531857813548,0.44587155963302755,0.5955882352941176,0.6394736842105263,0.616751269035533
