0
"Label, TN, FP, FN, TP"
"Google Common,88,13,33,8"
"Test,80,19,32,11"
"SO,128,4,10,0"
"IO,9,35,17,81"
"UI,20,29,20,73"
"Network,96,8,24,14"
"Security,139,1,2,0"
"OpenOffice Documents,138,1,3,0"
"Database,137,1,4,0"
"PDF,138,3,1,0"
"Logging,20,40,23,59"
"Latex,138,0,4,0"
