0
"Label, TN, FP, FN, TP"
"Google Common,92,13,30,7"
"Test,92,11,28,11"
"SO,132,0,10,0"
"IO,9,36,11,86"
"UI,22,35,19,66"
"Network,91,15,25,11"
"Security,134,0,8,0"
"OpenOffice Documents,137,0,5,0"
"Database,132,1,9,0"
"PDF,134,0,8,0"
"Logging,22,42,18,60"
"Latex,140,0,2,0"
