"tf-IDFMin, tf-IDFMax, #_TopTerms,Stop_Word,Train/Test_Size,Algorithm,Accuracy_Score,Accuracy_Score_not_normalized,zero_one_loss, AUC-PR,hamming_loss_avg,Jaccard_samples,Jaccard_macro,Precision,Recall,Fmeasure_Score, i"
"(1, 1),745,Yes,0.2,RandomForest,0.09859154929577464,14,0.9014084507042254,0.6549995735595893,0.18368544600938966,0.45549407556449817,0.4547038327526132,0.6412776412776413,0.6098130841121495,0.6251497005988024,1"
