0
"Label, TN, FP, FN, TP"
"Google Common,99,6,33,4"
"Test,97,6,34,5"
"SO,132,0,9,1"
"IO,9,36,5,92"
"UI,9,48,11,74"
"Network,98,8,26,10"
"Security,133,1,8,0"
"OpenOffice Documents,137,0,5,0"
"Database,132,1,9,0"
"PDF,134,0,8,0"
"Logging,14,50,15,63"
"Latex,139,1,2,0"
