0
"Label, TN, FP, FN, TP"
"Google Common,99,6,33,4"
"Test,99,4,32,7"
"SO,131,1,10,0"
"IO,10,35,6,91"
"UI,12,45,11,74"
"Network,96,10,26,10"
"Security,133,1,8,0"
"OpenOffice Documents,137,0,5,0"
"Database,132,1,9,0"
"PDF,134,0,8,0"
"Logging,16,48,15,63"
"Latex,140,0,2,0"
