0
"Label, TN, FP, FN, TP"
"Google Common,85,14,38,5"
"Test,89,14,26,13"
"SO,128,2,12,0"
"IO,10,28,15,89"
"UI,16,32,12,82"
"Network,89,10,29,14"
"Security,139,1,2,0"
"OpenOffice Documents,139,0,3,0"
"Database,134,1,7,0"
"PDF,137,0,5,0"
"Logging,19,28,19,76"
"Latex,140,0,1,1"
