0
"Label, TN, FP, FN, TP"
"Google Common,90,9,36,7"
"Test,87,7,37,11"
"SO,128,3,10,1"
"IO,9,41,12,80"
"UI,20,30,13,79"
"Network,92,10,35,5"
"Security,139,0,3,0"
"OpenOffice Documents,135,1,6,0"
"Database,134,2,6,0"
"PDF,136,1,5,0"
"Logging,24,37,19,62"
"Latex,140,1,1,0"
