0
"Label, TN, FP, FN, TP"
"Google Common,97,6,29,10"
"Test,107,2,27,6"
"SO,128,1,13,0"
"IO,8,36,5,93"
"UI,16,32,7,87"
"Network,88,4,38,12"
"Security,137,0,5,0"
"OpenOffice Documents,135,0,7,0"
"Database,134,0,8,0"
"PDF,137,2,3,0"
"Logging,16,35,12,79"
"Latex,139,1,1,1"
