0
"Label, TN, FP, FN, TP"
"Google Common,94,5,40,3"
"Test,97,6,33,6"
"SO,130,0,12,0"
"IO,8,30,7,97"
"UI,14,34,8,86"
"Network,91,8,37,6"
"Security,140,0,2,0"
"OpenOffice Documents,139,0,3,0"
"Database,134,1,7,0"
"PDF,137,0,5,0"
"Logging,16,31,12,83"
"Latex,140,0,2,0"
