0
"Label, TN, FP, FN, TP"
"Google Common,101,2,36,3"
"Test,89,4,42,7"
"SO,128,1,11,2"
"IO,9,28,5,100"
"UI,8,43,4,87"
"Network,90,4,40,8"
"Security,138,0,4,0"
"OpenOffice Documents,141,0,1,0"
"Database,136,0,6,0"
"PDF,138,0,4,0"
"Logging,8,40,21,73"
"Latex,141,0,0,1"
