0
"Label, TN, FP, FN, TP"
"Google Common,94,7,38,3"
"Test,88,11,35,8"
"SO,130,2,10,0"
"IO,5,39,7,91"
"UI,16,33,16,77"
"Network,98,6,30,8"
"Security,138,2,2,0"
"OpenOffice Documents,138,1,3,0"
"Database,138,0,4,0"
"PDF,138,3,1,0"
"Logging,13,47,13,69"
"Latex,138,0,4,0"
