0
"Label, TN, FP, FN, TP"
"Google Common,96,5,38,3"
"Test,89,10,36,7"
"SO,130,2,10,0"
"IO,6,38,7,91"
"UI,12,37,11,82"
"Network,98,6,31,7"
"Security,138,2,2,0"
"OpenOffice Documents,138,1,3,0"
"Database,138,0,4,0"
"PDF,138,3,1,0"
"Logging,10,50,11,71"
"Latex,138,0,4,0"
