0
"Label, TN, FP, FN, TP"
"Google Common,94,7,37,4"
"Test,87,12,38,5"
"SO,130,2,10,0"
"IO,9,35,5,93"
"UI,13,36,15,78"
"Network,94,10,30,8"
"Security,138,2,2,0"
"OpenOffice Documents,138,1,3,0"
"Database,138,0,4,0"
"PDF,140,1,1,0"
"Logging,15,45,13,69"
"Latex,138,0,4,0"
