0
"Label, TN, FP, FN, TP"
"Google Common,95,9,26,12"
"Test,85,14,32,11"
"SO,131,1,10,0"
"IO,12,32,22,76"
"UI,20,28,16,78"
"Network,73,25,32,12"
"Security,139,0,3,0"
"OpenOffice Documents,138,0,4,0"
"Database,135,1,6,0"
"PDF,137,0,5,0"
"Logging,17,39,19,67"
"Latex,139,1,2,0"
