0
"Label, TN, FP, FN, TP"
"Google Common,88,17,29,8"
"Test,88,15,26,13"
"SO,130,2,9,1"
"IO,18,27,11,86"
"UI,25,32,27,58"
"Network,93,13,25,11"
"Security,133,1,7,1"
"OpenOffice Documents,137,0,4,1"
"Database,133,0,9,0"
"PDF,133,1,8,0"
"Logging,27,37,27,51"
"Latex,139,1,2,0"
