"tf-IDFMin, tf-IDFMax, #_TopTerms,Stop_Word,Train/Test_Size,Algorithm,Accuracy_Score,Accuracy_Score_not_normalized,zero_one_loss, AUC-PR,hamming_loss_avg,Jaccard_samples,Jaccard_macro,Precision,Recall,Fmeasure_Score, i"
"(1, 1),900,Yes,0.2,RandomForest,0.1056338028169014,15,0.8943661971830986,0.620070275074966,0.18603286384976525,0.45080762351889114,0.4467713787085515,0.6168674698795181,0.6183574879227053,0.6176115802171291,7"
