Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.11267605633802817,16,0.8873239436619719,0.6345574033117757,0.16784037558685447,0.4660798122065728,0.4654205607476635,0.6163366336633663,0.6552631578947369,0.6352040816326531
