0
"Label, TN, FP, FN, TP"
"Google Common,111,6,45,17"
"Test,108,8,50,13"
"SO,157,2,14,6"
"IO,8,32,4,135"
"UI,28,42,10,99"
"Network,113,9,36,21"
"Security,166,0,7,6"
"OpenOffice Documents,175,0,3,1"
"Database,160,5,5,9"
"PDF,168,2,6,3"
"Logging,18,52,3,106"
"Latex,167,3,3,6"
