0
"Label, TN, FP, FN, TP"
"Google Common,96,5,38,3"
"Test,86,13,35,8"
"SO,130,2,10,0"
"IO,6,38,5,93"
"UI,13,36,13,80"
"Network,96,8,29,9"
"Security,138,2,2,0"
"OpenOffice Documents,138,1,3,0"
"Database,138,0,4,0"
"PDF,138,3,1,0"
"Logging,11,49,12,70"
"Latex,138,0,4,0"
