0
"Label, TN, FP, FN, TP"
"Google Common,110,9,44,16"
"Test,109,12,49,9"
"SO,156,5,12,6"
"IO,8,29,5,137"
"UI,22,49,9,99"
"Network,110,2,43,24"
"Security,168,4,3,4"
"OpenOffice Documents,172,1,4,2"
"Database,159,0,12,8"
"PDF,162,3,9,5"
"Logging,14,49,5,111"
"Latex,167,2,4,6"
