"tf-IDFMin, tf-IDFMax, #_TopTerms,Stop_Word,Train/Test_Size,Algorithm,Accuracy_Score,Accuracy_Score_not_normalized,zero_one_loss, AUC-PR,hamming_loss_avg,Jaccard_samples,Jaccard_macro,Precision,Recall,Fmeasure_Score, i"
"(1, 1),900,Yes,0.2,RandomForest,0.1056338028169014,15,0.8943661971830986,0.6885316818401407,0.1766431924882629,0.48987256874580826,0.4783362218370884,0.6934673366834171,0.6065934065934065,0.6471277842907386,6"
