Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.1340782122905028,24,0.8659217877094972,0.8028194114524146,0.16154562383612664,0.5588210516981467,0.5607594936708861,0.7358803986710963,0.7020602218700476,0.7185725871857259
