Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.18994413407821228,34,0.8100558659217877,0.833201208187975,0.14106145251396648,0.5908042919216103,0.6070038910505836,0.7684729064039408,0.7428571428571429,0.7554479418886197
