0
"Label, TN, FP, FN, TP"
"Google Common,94,5,39,4"
"Test,89,5,44,4"
"SO,130,1,11,0"
"IO,8,42,3,89"
"UI,15,35,5,87"
"Network,100,2,37,3"
"Security,139,0,3,0"
"OpenOffice Documents,135,1,6,0"
"Database,136,0,6,0"
"PDF,136,1,5,0"
"Logging,14,47,10,71"
"Latex,140,1,1,0"
