Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.1056338028169014,15,0.8943661971830986,0.643618718528896,0.17194835680751175,0.4616700201207243,0.45740740740740743,0.6068796068796068,0.65,0.627700127064803
