0
"Label, TN, FP, FN, TP"
"Google Common,104,11,37,27"
"Test,104,15,38,22"
"SO,154,2,14,9"
"IO,11,30,7,131"
"UI,35,34,10,100"
"Network,108,8,28,35"
"Security,166,1,8,4"
"OpenOffice Documents,171,3,2,3"
"Database,163,2,8,6"
"PDF,169,2,4,4"
"Logging,26,45,9,99"
"Latex,168,1,2,8"
