0
"Label, TN, FP, FN, TP"
"Google Common,100,3,36,3"
"Test,90,3,46,3"
"SO,128,1,12,1"
"IO,5,32,4,101"
"UI,11,40,9,82"
"Network,92,2,43,5"
"Security,138,0,4,0"
"OpenOffice Documents,141,0,1,0"
"Database,136,0,6,0"
"PDF,138,0,4,0"
"Logging,19,29,21,73"
"Latex,141,0,0,1"
