0
"Label, TN, FP, FN, TP"
"Google Common,100,20,30,29"
"Test,113,12,30,24"
"SO,154,8,9,8"
"IO,10,29,5,135"
"UI,30,28,11,110"
"Network,105,6,29,39"
"Security,171,4,1,3"
"OpenOffice Documents,163,7,2,7"
"Database,154,4,9,12"
"PDF,165,4,7,3"
"Logging,19,33,12,115"
"Latex,170,1,2,6"
