0
"Label, TN, FP, FN, TP"
"Google Common,93,6,38,5"
"Test,90,4,45,3"
"SO,130,1,11,0"
"IO,10,40,4,88"
"UI,15,35,5,87"
"Network,100,2,37,3"
"Security,138,1,3,0"
"OpenOffice Documents,135,1,6,0"
"Database,136,0,6,0"
"PDF,137,0,5,0"
"Logging,12,49,9,72"
"Latex,140,1,1,0"
