Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.22346368715083798,40,0.776536312849162,0.7958327435783565,0.14013035381750466,0.6058060654429369,0.6189873417721519,0.7628705148205929,0.7664576802507836,0.764659890539484
