0
"Label, TN, FP, FN, TP"
"Google Common,100,20,29,30"
"Test,114,11,30,24"
"SO,154,8,10,7"
"IO,10,29,6,134"
"UI,32,26,7,114"
"Network,104,7,30,38"
"Security,171,4,1,3"
"OpenOffice Documents,163,7,4,5"
"Database,156,2,11,10"
"PDF,165,4,5,5"
"Logging,18,34,13,114"
"Latex,171,0,4,4"
