0
"Label, TN, FP, FN, TP"
"Google Common,100,3,35,4"
"Test,91,2,44,5"
"SO,128,1,12,1"
"IO,7,30,3,102"
"UI,9,42,10,81"
"Network,92,2,43,5"
"Security,138,0,4,0"
"OpenOffice Documents,141,0,1,0"
"Database,136,0,6,0"
"PDF,138,0,4,0"
"Logging,17,31,31,63"
"Latex,141,0,0,1"
