0
"Label, TN, FP, FN, TP"
"Google Common,107,10,40,22"
"Test,109,8,40,22"
"SO,156,5,6,12"
"IO,8,28,4,139"
"UI,43,27,11,98"
"Network,104,10,32,33"
"Security,167,3,2,7"
"OpenOffice Documents,170,3,0,6"
"Database,157,0,11,11"
"PDF,167,2,5,5"
"Logging,15,47,5,112"
"Latex,168,3,4,4"
