0
"Label, TN, FP, FN, TP"
"Google Common,95,4,39,4"
"Test,101,2,36,3"
"SO,130,0,12,0"
"IO,6,32,3,101"
"UI,15,33,7,87"
"Network,92,7,37,6"
"Security,140,0,2,0"
"OpenOffice Documents,139,0,3,0"
"Database,134,1,7,0"
"PDF,137,0,5,0"
"Logging,18,29,20,75"
"Latex,140,0,1,1"
