0
"Label, TN, FP, FN, TP"
"Google Common,103,1,34,4"
"Test,96,3,38,5"
"SO,132,0,10,0"
"IO,6,38,4,94"
"UI,12,36,9,85"
"Network,91,7,43,1"
"Security,139,0,3,0"
"OpenOffice Documents,138,0,4,0"
"Database,136,0,6,0"
"PDF,137,0,5,0"
"Logging,16,40,13,73"
"Latex,140,0,2,0"
