0
"Label, TN, FP, FN, TP"
"Google Common,96,5,38,3"
"Test,95,4,41,2"
"SO,130,2,9,1"
"IO,4,40,2,96"
"UI,13,36,8,85"
"Network,99,5,36,2"
"Security,138,2,2,0"
"OpenOffice Documents,138,1,3,0"
"Database,138,0,4,0"
"PDF,138,3,1,0"
"Logging,8,52,10,72"
"Latex,138,0,4,0"
