0
"Label, TN, FP, FN, TP"
"Google Common,96,7,31,8"
"Test,106,3,30,3"
"SO,128,1,13,0"
"IO,9,35,1,97"
"UI,17,31,6,88"
"Network,88,4,46,4"
"Security,137,0,5,0"
"OpenOffice Documents,135,0,7,0"
"Database,134,0,8,0"
"PDF,137,2,3,0"
"Logging,15,36,13,78"
"Latex,139,1,1,1"
