0
"Label, TN, FP, FN, TP"
"Google Common,103,13,32,31"
"Test,110,10,39,20"
"SO,156,5,7,11"
"IO,9,29,3,138"
"UI,38,26,9,106"
"Network,109,5,30,35"
"Security,167,4,1,7"
"OpenOffice Documents,173,1,1,4"
"Database,154,2,11,12"
"PDF,163,1,7,8"
"Logging,20,44,3,112"
"Latex,167,4,3,5"
