0
"Label, TN, FP, FN, TP"
"Google Common,95,4,34,9"
"Test,91,3,45,3"
"SO,130,1,11,0"
"IO,6,44,4,88"
"UI,16,34,6,86"
"Network,100,2,37,3"
"Security,138,1,3,0"
"OpenOffice Documents,135,1,6,0"
"Database,136,0,6,0"
"PDF,136,1,5,0"
"Logging,18,43,14,67"
"Latex,140,1,1,0"
