date_time,tf-IDF,#_TopTerms,Stop_Word,Train/Test_Size,Algorithm,Accuracy_Score,Accuracy_Score_not_normalized,zero_one_loss,AUC-PR,hamming_loss_avg,Jaccard_samples,Jaccard_macro,Precision,Recall,Fmeasure_Score,i
2021-02-25 05:30:27.753915,"(1, 1)",895,Yes,0.2,RandomForest,0.2402234636871509,43,0.7597765363128491,0.8011298249009163,0.1387337057728119,0.6023632171676864,0.6213468869123253,0.7774244833068362,0.7557959814528593,0.7664576802507836,0
2021-02-25 05:30:30.280244,"(1, 1)",895,Yes,0.2,RandomForest,0.18994413407821228,34,0.8100558659217877,0.7568611218421919,0.15782122905027932,0.5506096479560166,0.5492021276595744,0.7283950617283951,0.6906354515050167,0.7090128755364806,1
2021-02-25 05:30:32.791738,"(1, 1)",895,Yes,0.2,RandomForest,0.1787709497206704,32,0.8212290502793296,0.8326450873129191,0.13919925512104284,0.5874434690077148,0.607095926412615,0.7439613526570048,0.7674418604651163,0.7555192150449714,2
2021-02-25 05:30:35.187568,"(1, 1)",895,Yes,0.2,RandomForest,0.2681564245810056,48,0.7318435754189945,0.7775003419476284,0.1419925512104283,0.5830274009044958,0.6054333764553687,0.7323943661971831,0.7774086378737541,0.7542304593070105,3
2021-02-25 05:30:37.638291,"(1, 1)",895,Yes,0.2,RandomForest,0.20670391061452514,37,0.7932960893854748,0.7753876515733003,0.1527001862197393,0.549514498536845,0.5684210526315789,0.7322033898305085,0.717607973421927,0.7248322147651006,4
2021-02-25 05:30:40.085667,"(1, 1)",895,Yes,0.2,RandomForest,0.2290502793296089,41,0.770949720670391,0.7908866180466619,0.1424581005586592,0.5841136827170346,0.6081946222791293,0.7587859424920128,0.7539682539682541,0.7563694267515922,5
2021-02-25 05:30:42.608042,"(1, 1)",895,Yes,0.2,RandomForest,0.21787709497206706,39,0.782122905027933,0.8136019595054378,0.1336126629422719,0.5934158020750199,0.6267880364109233,0.7901639344262295,0.7519500780031201,0.7705835331734612,6
2021-02-25 05:30:45.188215,"(1, 1)",895,Yes,0.2,RandomForest,0.2569832402234637,46,0.7430167597765363,0.8237093479082482,0.1350093109869646,0.6074133191451627,0.6277278562259306,0.7725118483412322,0.7700787401574803,0.7712933753943217,7
2021-02-25 05:30:47.655402,"(1, 1)",895,Yes,0.2,RandomForest,0.20670391061452514,37,0.7932960893854748,0.7919593616824192,0.14618249534450653,0.5742750731577547,0.5927367055771725,0.7516447368421053,0.7370967741935484,0.7442996742671011,8
2021-02-25 05:30:50.074380,"(1, 1)",895,Yes,0.2,RandomForest,0.2737430167597765,49,0.7262569832402235,0.8284614761706123,0.1373370577281192,0.5994701605036801,0.6148825065274152,0.7658536585365854,0.7572347266881029,0.761519805982215,9
