Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.11267605633802817,16,0.8873239436619719,0.6581153390120593,0.16960093896713616,0.46115023474178396,0.46382189239332094,0.6112469437652812,0.6578947368421053,0.6337135614702155
