Google Common,Test,SO,IO,UI,Network,Security,OpenOffice Documents,Database,PDF,Logging,Latex
1.0,0.0,0.0,0.6594202898550725,0.6031746031746031,0.5,0.0,0.0,0.0,0.0,0.5528455284552846,0.0
0.07692307692307693,0.0,0.0,1.0,0.95,0.03125,0.0,0.0,0.0,0.0,0.9315068493150684,0.0
0.14285714285714288,0.0,0.0,0.794759825327511,0.7378640776699029,0.058823529411764705,0.0,0.0,0.0,0.0,0.693877551020408,0.0
39.0,41.0,7.0,91.0,80.0,32.0,4.0,4.0,5.0,2.0,73.0,2.0
