Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.09154929577464789,13,0.9084507042253521,0.43084680574378165,0.1942488262910798,0.41176224010731055,0.4068100358422939,0.5604938271604938,0.5973684210526315,0.578343949044586
