"tf-IDFMin, tf-IDFMax, #_TopTerms,Stop_Word,Train/Test_Size,Algorithm,Accuracy_Score,Accuracy_Score_not_normalized,zero_one_loss, AUC-PR,hamming_loss_avg,Jaccard_samples,Jaccard_macro,Precision,Recall,Fmeasure_Score, i"
"(1, 1),900,Yes,0.2,MLkNN,0.07746478873239436,11,0.9225352112676056,0.5714135287764623,0.21889671361502347,0.38981947238989495,0.38651315789473684,0.5773955773955773,0.5389908256880734,0.5575326215895611,3"
