0
"Label, TN, FP, FN, TP"
"Google Common,84,15,35,8"
"Test,73,30,26,13"
"SO,128,2,12,0"
"IO,13,25,23,81"
"UI,18,30,31,63"
"Network,76,23,33,10"
"Security,140,0,2,0"
"OpenOffice Documents,139,0,3,0"
"Database,135,0,7,0"
"PDF,137,0,5,0"
"Logging,19,28,37,58"
"Latex,140,0,2,0"
