Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.035211267605633804,5,0.9647887323943662,0.5025851888202166,0.22300469483568075,0.3810697518443998,0.375,0.5,0.6,0.5454545454545454
