Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.04929577464788732,7,0.9507042253521126,0.6513764325473288,0.17253521126760563,0.44265593561368205,0.44840525328330205,0.6096938775510204,0.6289473684210526,0.6191709844559585
