0
"Label, TN, FP, FN, TP"
"Google Common,70,33,25,14"
"Test,91,18,21,12"
"SO,127,2,10,3"
"IO,23,21,15,83"
"UI,21,27,19,75"
"Network,78,14,33,17"
"Security,136,1,5,0"
"OpenOffice Documents,133,2,6,1"
"Database,131,3,8,0"
"PDF,136,3,3,0"
"Logging,25,26,26,65"
"Latex,138,2,1,1"
