0
"Label, TN, FP, FN, TP"
"Google Common,77,24,32,9"
"Test,83,19,30,10"
"SO,133,0,9,0"
"IO,15,33,16,78"
"UI,14,38,19,71"
"Network,80,21,33,8"
"Security,139,0,3,0"
"OpenOffice Documents,140,0,2,0"
"Database,136,1,5,0"
"PDF,138,0,4,0"
"Logging,19,40,28,55"
"Latex,138,1,3,0"
