Google Common,Test,SO,IO,UI,Network,Security,OpenOffice Documents,Database,PDF,Logging,Latex
0.2765957446808511,1.0,0.0,1.0,0.0,0.22535211267605634,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.024390243902439025,0.0,0.02197802197802198,0.0,1.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0
0.43333333333333335,0.047619047619047616,0.0,0.043010752688172046,0.0,0.36781609195402304,0.0,0.0,0.0,0.0,0.05333333333333332,0.0
39.0,41.0,7.0,91.0,80.0,32.0,4.0,4.0,5.0,2.0,73.0,2.0
