0
"Label, TN, FP, FN, TP"
"Google Common,80,19,36,7"
"Test,79,15,33,15"
"SO,122,9,7,4"
"IO,20,30,22,70"
"UI,19,31,19,73"
"Network,82,20,31,9"
"Security,133,6,2,1"
"OpenOffice Documents,134,2,5,1"
"Database,135,1,6,0"
"PDF,135,2,4,1"
"Logging,26,35,28,53"
"Latex,139,2,1,0"
