0
"Label, TN, FP, FN, TP"
"Google Common,95,4,40,3"
"Test,100,3,32,7"
"SO,130,0,11,1"
"IO,8,30,10,94"
"UI,14,34,9,85"
"Network,93,6,35,8"
"Security,140,0,2,0"
"OpenOffice Documents,139,0,3,0"
"Database,134,1,7,0"
"PDF,137,0,5,0"
"Logging,16,31,17,78"
"Latex,140,0,1,1"
