0
"Label, TN, FP, FN, TP"
"Google Common,95,6,38,3"
"Test,85,14,37,6"
"SO,130,2,10,0"
"IO,8,36,5,93"
"UI,9,40,14,79"
"Network,98,6,31,7"
"Security,138,2,2,0"
"OpenOffice Documents,138,1,3,0"
"Database,138,0,4,0"
"PDF,138,3,1,0"
"Logging,9,51,12,70"
"Latex,138,0,4,0"
