0
"Label, TN, FP, FN, TP"
"Google Common,76,29,27,10"
"Test,75,28,22,17"
"SO,132,0,10,0"
"IO,8,37,17,80"
"UI,18,39,23,62"
"Network,74,32,25,11"
"Security,134,0,8,0"
"OpenOffice Documents,137,0,5,0"
"Database,131,2,9,0"
"PDF,134,0,8,0"
"Logging,13,51,27,51"
"Latex,140,0,2,0"
