Google Common,Test,SO,IO,UI,Network,Security,OpenOffice Documents,Database,PDF,Logging,Latex
0.3157894736842105,0.4482758620689655,0.0,0.648,0.5803571428571429,0.21052631578947367,0.0,0.0,0.0,0.0,0.44545454545454544,0.0
0.3076923076923077,0.3170731707317073,0.0,0.8901098901098901,0.8125,0.25,0.0,0.0,0.0,0.0,0.6712328767123288,0.0
0.3116883116883117,0.37142857142857144,0.0,0.75,0.6770833333333334,0.22857142857142856,0.0,0.0,0.0,0.0,0.5355191256830601,0.0
39.0,41.0,7.0,91.0,80.0,32.0,4.0,4.0,5.0,2.0,73.0,2.0
