0
"Label, TN, FP, FN, TP"
"Google Common,99,0,42,1"
"Test,94,0,48,0"
"SO,131,0,11,0"
"IO,0,50,0,92"
"UI,0,50,0,92"
"Network,100,2,38,2"
"Security,139,0,3,0"
"OpenOffice Documents,136,0,6,0"
"Database,136,0,6,0"
"PDF,137,0,5,0"
"Logging,0,61,0,81"
"Latex,141,0,1,0"
